report_id,store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
8JUk,7161277028206100806,0.00,0.00,0.00,59.38,23.85,129.49
8JUk,7163819843034241474,58.22,23.11,126.59,0.00,0.00,0.91
8JUk,7164001415989103416,59.37,23.95,129.65,0.00,0.00,0.00
8JUk,7164112860831997739,0.00,0.00,0.00,1.10,23.82,129.49
8JUk,7164558928290578365,7.85,19.90,99.43,0.00,4.01,19.60
8JUk,7153190510917703608,0.00,5.99,59.24,8.77,17.06,74.23
8JUk,7153310085777269315,57.45,23.96,129.71,0.00,0.00,0.00
8JUk,7165632378607960635,8.57,23.05,131.23,0.00,0.00,0.00
8JUk,7162443484813193766,57.38,22.98,,0.00,0.00,
8JUk,7169121015471617724,11.55,23.11,127.00,0.00,0.00,0.00
8JUk,7169308046340245467,4.52,23.09,127.17,0.00,0.00,0.00
8JUk,7169919010505350201,7.72,23.04,142.15,0.00,0.00,0.00
8JUk,7171229454434294879,0.00,0.00,14.00,15.43,17.14,78.18
8JUk,7171547824664735781,59.77,23.98,129.62,0.00,0.00,0.00
8JUk,7171567047166952543,0.00,0.00,0.00,1.02,23.10,105.62
8JUk,7172634308110133053,12.55,23.99,131.57,0.00,0.00,0.00
8JUk,7159972326826331518,9.63,22.95,127.00,0.00,0.00,0.00
8JUk,7172730440179813521,12.77,23.99,134.27,0.00,0.00,0.00
8JUk,7173217561435785461,0.00,0.00,0.00,59.25,23.97,129.61
8JUk,7173935634899070392,9.78,23.93,132.75,0.00,0.00,0.00
8JUk,7179046431265733591,0.00,0.00,0.00,6.37,22.95,126.93
8JUk,7181144904544260692,0.00,0.00,34.90,10.50,23.93,108.70
8JUk,1320768503291743110,9.78,23.98,153.57,0.00,0.00,0.00
8JUk,1324681203567490082,9.42,23.92,167.13,0.00,0.00,0.00
8JUk,1330667313767380700,57.78,23.94,164.98,0.00,0.00,0.00
8JUk,7168727831920647512,9.77,23.06,131.46,0.00,0.00,0.00
8JUk,7116369031309234753,57.85,23.10,127.44,0.00,0.00,0.00
8JUk,7116504313354062559,0.00,0.00,0.00,8.28,23.92,129.40
8JUk,1325268203883560998,0.00,0.00,0.00,18.27,46.15,252.50
8JUk,7116705554849211685,2.73,23.99,129.71,0.00,0.00,0.00
8JUk,7118921019941583924,59.55,23.96,133.36,0.00,0.00,0.00
8JUk,7119109521520959853,12.60,23.11,131.21,0.00,0.00,0.00
8JUk,7185404545857104697,9.13,23.99,,0.00,0.00,
8JUk,7187898787903886272,12.47,23.99,,0.00,0.00,
8JUk,7191833438438506217,0.00,0.00,0.00,3.17,24.50,136.90
8JUk,7193781014408432763,12.70,23.11,133.64,0.00,0.00,0.00
8JUk,7193618720792973375,0.00,0.00,33.92,9.17,23.04,108.39
8JUk,7194638486069841380,12.32,23.03,94.28,0.00,0.00,33.27
8JUk,7195239968089796993,0.00,0.00,0.00,57.88,23.11,127.48
8JUk,7195767967615446277,0.00,0.00,12.92,23.50,16.07,72.90
8JUk,7195589625583490543,57.57,23.10,127.43,0.00,0.00,0.00
8JUk,7197782624768298303,0.00,0.00,0.00,3.78,23.82,105.61
8JUk,7197837333618985272,9.12,23.06,131.19,0.00,0.00,0.00
8JUk,7198168144759196833,11.63,23.07,139.11,0.00,0.00,0.00
8JUk,7198259379183744070,7.48,23.03,142.26,0.00,0.00,0.00
8JUk,7204068706746774217,17.07,47.83,262.04,0.00,0.00,0.00
8JUk,7204268240715494032,0.00,0.00,0.00,1.45,22.88,126.83
8JUk,7205084387550487614,0.00,18.03,65.38,7.85,5.00,62.62
8JUk,7206381619567002665,8.83,24.00,129.94,0.00,0.00,0.00
8JUk,7208992689796712319,12.15,23.10,133.79,0.00,0.00,0.00
8JUk,7200590057056772311,57.38,20.01,,0.00,2.98,
8JUk,7212285958498665217,12.50,23.11,141.22,0.00,0.00,1.03
8JUk,7212727908964340554,113.70,18.12,116.94,0.00,0.92,0.92
8JUk,7217165329319252476,59.62,23.09,127.36,0.00,0.00,0.00
8JUk,7217215789827933527,11.73,23.08,133.64,0.00,0.00,0.00
8JUk,7219400997093143883,2.22,23.90,129.50,0.00,0.00,0.00
8JUk,7219433323548740203,0.00,0.00,94.12,20.13,20.01,33.29
8JUk,7220431637137595716,12.42,23.98,141.22,0.00,0.00,0.00
8JUk,7223258670951219118,3.23,22.95,132.86,0.00,0.00,0.00
8JUk,7223980989359552411,59.22,7.09,111.44,0.00,16.02,16.02
8JUk,7224313519365289939,0.00,0.00,0.00,1.82,23.01,127.05
8JUk,7202805746207739744,57.75,22.99,,0.00,0.00,
8JUk,7226156323161516399,8.63,23.05,142.37,0.00,0.00,0.00
8JUk,7228144646776553218,8.65,22.97,127.66,0.00,0.00,0.00
8JUk,7228243117803353093,0.00,0.00,46.81,10.40,23.06,84.37
8JUk,7229820223198031960,0.00,0.00,0.00,10.60,23.96,129.67
8JUk,7230824573491553031,10.70,23.08,133.32,0.00,0.00,0.00
8JUk,7231762334575458319,59.78,23.08,133.49,0.00,0.00,0.00
8JUk,7232252472638076370,9.38,23.08,127.58,0.00,0.00,0.00
8JUk,7233205756400294189,0.00,16.98,125.39,9.07,6.94,10.53
8JUk,7238831591513594405,57.75,23.10,127.42,0.00,0.00,0.00
8JUk,7239022952016205864,6.55,23.02,129.18,0.00,0.00,0.00
8JUk,7240128780261624241,0.18,23.09,126.78,0.00,0.00,0.00
8JUk,7240687121998609204,0.00,0.00,0.00,8.17,23.97,129.84
8JUk,7240879237517145696,11.12,23.96,117.49,0.00,0.00,0.00
8JUk,7242061329018182919,0.00,17.12,125.42,12.72,5.98,16.84
8JUk,7242163402916558013,0.00,5.09,56.93,24.60,18.11,79.88
8JUk,7243895156488908147,23.80,18.06,109.81,0.00,0.00,0.00
8JUk,7246842453977127825,4.53,23.08,127.08,0.00,0.00,0.00
8JUk,7247771582657721297,0.00,17.92,96.11,9.90,6.01,38.10
8JUk,7247998166617158845,12.68,23.93,129.73,0.00,0.00,0.00
8JUk,7249098243295260127,7.73,23.02,130.98,0.00,0.00,0.00
8JUk,7251054221949850101,6.87,23.88,140.20,0.00,0.00,0.00
8JUk,7253240394698345544,5.90,23.01,127.23,0.00,0.00,0.00
8JUk,7255490966999885465,0.00,0.00,14.77,10.08,23.07,82.81
8JUk,7255960313198842562,9.28,23.08,127.47,0.00,0.00,0.00
8JUk,7257261679417882534,0.00,0.00,0.00,59.17,22.99,126.97
8JUk,7258872551189940695,0.00,0.00,0.00,58.18,22.99,128.64
8JUk,7260913605843442066,57.47,23.94,133.22,0.00,0.00,8.06
8JUk,7260937195116324532,0.00,0.00,0.00,58.92,23.01,127.06
8JUk,7263522267144238726,0.00,7.16,67.42,5.42,15.85,62.56
8JUk,7264184604651353082,10.82,22.08,124.38,0.00,1.02,3.06
8JUk,7265142720007604985,26.10,16.94,94.68,0.00,0.10,2.52
8JUk,7266777801289640020,57.00,23.02,94.63,0.00,0.00,0.00
8JUk,7267830297584834107,58.78,23.10,127.36,0.00,0.00,0.00
8JUk,7267866083992449972,113.90,17.10,92.99,0.00,0.00,0.00
8JUk,7268287231350380540,16.60,12.92,64.22,0.00,0.93,2.72
8JUk,7269533561454062482,10.07,23.05,127.72,0.00,0.00,3.50
8JUk,7270426920742764473,11.18,22.97,128.55,0.00,0.00,0.00
8JUk,7270851084212859258,0.00,0.00,0.57,4.92,23.05,126.32
8JUk,7271038444417536935,115.13,17.06,94.80,0.00,0.00,2.46
8JUk,7273373254132735929,5.88,23.90,129.13,0.00,0.00,0.00
8JUk,7209788416699101161,6.57,23.88,133.24,0.00,0.00,0.00
8JUk,7273836434504940093,0.00,0.00,33.80,10.32,23.07,100.34
8JUk,7276343609594491845,59.97,23.09,127.37,0.00,0.00,0.00
8JUk,7278459549516720251,12.18,23.09,131.30,0.00,0.00,0.00
8JUk,7282330070473962428,0.65,23.04,126.87,0.00,0.00,0.00
8JUk,7282752212229241244,18.13,10.84,40.97,0.00,0.00,0.00
8JUk,7284033073501154264,0.00,19.89,96.22,6.75,3.99,21.16
8JUk,7285025333367797175,8.40,22.98,128.55,0.00,0.00,0.00
8JUk,7286054968888572460,12.62,23.11,139.05,0.00,0.00,0.00
8JUk,7286237959336867476,5.02,23.01,133.31,0.00,0.00,0.00
8JUk,7286834225931314462,0.85,23.09,126.82,0.00,0.00,0.00
8JUk,7287857791332415404,0.00,0.00,0.00,1.37,23.03,127.04
8JUk,7292116609046500092,0.00,0.00,0.00,10.25,23.84,130.81
8JUk,1332279707675622725,9.38,23.09,150.12,0.00,0.00,0.00
8JUk,1344338162127431362,11.05,23.08,161.82,0.00,0.00,0.00
8JUk,1486139664179042163,8.12,0.00,105.94,0.00,0.00,0.00
8JUk,7184588537939096369,5.82,23.09,126.81,0.00,0.00,0.00
8JUk,7185390482379651317,6.58,23.89,114.96,0.00,0.00,4.00
8JUk,1346666084246437812,5.28,4.94,61.72,0.00,18.92,94.75
8JUk,7185862349523070229,0.00,0.00,0.00,2.90,23.95,129.55
8JUk,7189315884001038180,0.00,0.00,0.00,9.05,23.94,129.57
8JUk,7190817625849057073,0.00,0.00,0.00,59.53,12.90,86.16
8JUk,7299700939716916809,0.00,0.00,0.00,58.88,23.98,129.72
8JUk,7299930777087476858,0.00,0.00,0.00,2.17,23.95,129.86
8JUk,7296980655959732260,8.83,23.95,129.72,0.00,0.00,0.00
8JUk,7298697060786411262,0.00,0.00,0.00,12.32,23.93,129.26
8JUk,7301074743612607953,9.40,17.91,97.19,0.00,0.00,0.00
8JUk,7301334353744807325,8.38,23.97,129.62,0.00,0.00,0.00
8JUk,7302373880548361329,58.90,22.99,128.62,0.00,0.00,0.00
8JUk,7302891113438076857,0.00,14.12,130.03,11.28,8.96,8.96
8JUk,7299815818182156872,10.83,23.97,,0.00,0.00,
8JUk,7305170444827800084,0.00,0.00,0.00,58.47,23.08,127.50
8JUk,7305384795247942606,11.37,22.92,127.21,0.00,0.00,0.00
8JUk,7305655967015129730,12.43,0.00,112.64,0.00,0.00,0.00
8JUk,7308271369284806792,59.07,23.94,129.57,0.00,0.00,0.00
8JUk,7308414480331279686,0.00,10.12,76.65,12.73,12.99,52.43
8JUk,7310229837031644627,8.43,23.05,132.21,0.00,0.00,0.00
8JUk,7304952626670557824,4.63,23.05,139.86,0.00,0.00,0.00
8JUk,7312749566689098421,11.30,22.93,126.81,0.00,0.00,0.00
8JUk,7314742299224579912,6.87,12.93,86.83,0.00,0.00,0.00
8JUk,7316973416375787617,11.62,23.09,130.99,0.00,0.00,0.00
8JUk,7317546185271192683,0.00,0.00,0.00,57.87,23.10,127.44
8JUk,7319192595533639485,1.28,23.06,126.92,0.00,0.00,0.00
8JUk,7319330480267641891,25.07,14.72,73.99,0.00,0.00,0.00
8JUk,7320038227620958213,0.77,23.03,127.14,0.00,0.00,0.00
8JUk,7320719178711326511,57.08,23.03,133.76,0.00,0.00,0.00
8JUk,7323207588687216189,20.27,22.97,133.67,0.00,0.00,0.00
8JUk,7323271819501471320,0.00,0.00,0.00,58.25,23.11,127.38
8JUk,7324335136278081419,0.00,0.00,0.00,59.35,23.08,127.44
8JUk,7325416583529585838,0.00,0.00,0.00,5.12,23.00,103.42
8JUk,7327455336167387590,0.00,0.00,0.00,12.33,24.11,138.27
8JUk,7328147470152912440,0.00,0.00,0.00,8.72,23.97,130.69
8JUk,7330564678411514161,10.62,23.94,135.46,0.00,0.00,0.00
8JUk,7330718027186438340,12.45,0.00,110.39,0.00,0.00,0.00
8JUk,7331476672292782107,11.35,0.00,105.54,0.00,0.00,0.00
8JUk,7332815864009667872,0.00,0.00,0.00,9.27,23.99,130.77
8JUk,7333626145076133927,4.52,22.99,127.29,0.00,0.00,0.00
8JUk,7333726069857132929,0.00,10.13,80.05,57.15,12.91,54.49
8JUk,7334934209813819902,0.00,0.00,34.95,12.30,23.98,106.62
8JUk,7335594471402447614,0.00,14.11,92.68,12.77,9.00,40.89
8JUk,7336007251464697615,11.15,23.01,127.34,0.00,0.00,0.00
8JUk,7337410678622887261,13.63,3.03,18.04,0.00,0.00,0.00
8JUk,7338451475006285626,59.50,12.91,86.20,0.00,0.00,0.00
8JUk,7339188028622197977,5.40,23.01,133.22,0.00,0.00,0.00
8JUk,7341021967639835178,0.00,0.00,34.78,10.87,0.00,82.44
8JUk,7341909676482493397,6.45,23.03,142.05,0.00,0.00,0.00
8JUk,7342128109983022807,3.33,0.00,103.73,0.00,0.00,0.00
8JUk,7342322094179381308,10.17,23.94,135.28,0.00,0.00,0.00
8JUk,7344207359819222225,0.00,0.00,0.00,57.88,23.98,130.79
8JUk,7345107790981521884,0.00,0.00,0.00,14.60,47.76,258.71
8JUk,7349891316387000672,11.27,23.10,127.45,0.00,0.00,0.00
8JUk,7350644173294379711,7.53,23.04,126.80,0.00,0.00,0.00
8JUk,7351184442509944827,1.02,23.04,127.04,0.00,0.00,0.00
8JUk,7351458803777187660,0.00,10.12,83.33,10.02,12.95,54.45
8JUk,7344849869402388844,0.00,0.00,,57.63,23.99,
8JUk,7359659088961459791,58.18,23.06,142.32,0.00,0.00,0.00
8JUk,7359676345595800531,9.68,23.09,127.02,0.00,0.00,0.00
8JUk,7360835732252224278,0.00,0.00,34.26,56.93,23.01,107.99
8JUk,7361482816753954415,7.85,23.03,129.57,0.00,0.00,0.00
8JUk,7361714854517685875,12.42,20.11,118.43,0.00,3.00,14.93
8JUk,7361989448977438530,0.00,0.00,0.00,58.53,23.93,129.67
8JUk,7362303623926084904,11.95,23.10,127.42,0.00,0.00,0.00
8JUk,7359759164304272558,57.57,17.93,,0.00,5.05,
8JUk,7363622862953457917,12.43,19.90,111.28,0.00,0.00,0.00
8JUk,7365284917243424272,9.20,23.01,126.89,0.00,0.00,0.00
8JUk,7368242242012280253,11.37,23.11,127.06,0.00,0.00,0.00
8JUk,7369215549436595643,7.12,23.09,127.28,0.00,0.00,0.00
8JUk,7369698064925434391,0.00,0.00,58.99,10.37,23.07,74.42
8JUk,7372385631979013974,11.35,23.11,127.42,0.00,0.00,0.00
8JUk,7372733207729131264,12.38,21.09,139.59,0.00,2.00,2.80
8JUk,7374835621024359510,8.90,23.97,129.87,0.00,0.00,0.00
8JUk,7375975910982167819,6.37,23.11,126.82,0.00,0.00,0.00
8JUk,7377442190619561655,0.00,0.00,25.08,10.97,23.95,94.06
8JUk,7377781252509249770,6.00,23.87,128.62,0.00,0.00,0.00
8JUk,7379308867793662086,8.65,23.09,127.40,0.00,0.00,0.00
8JUk,7380009792320403742,0.00,0.00,0.00,59.42,23.99,130.81
8JUk,7375022437859849032,11.90,23.99,,0.00,0.00,
8JUk,7359316090119129836,18.10,15.92,83.74,0.00,0.91,2.16
8JUk,7380637874221638851,0.00,0.00,0.00,59.88,15.93,75.25
8JUk,7382499461079062172,7.22,19.90,119.27,0.00,3.13,15.24
8JUk,7382561148731968842,2.75,23.08,127.21,0.00,0.00,0.00
8JUk,7382911608211716609,0.00,0.00,0.00,0.65,23.04,127.54
8JUk,7383078974286028158,1.93,23.00,126.66,0.00,0.00,0.00
8JUk,1580101797067746428,0.00,0.00,0.00,58.75,22.99,151.57
8JUk,1670995487583926081,12.30,23.98,164.01,0.00,0.00,0.00
8JUk,7362792770515105047,57.37,21.90,102.43,0.00,2.00,7.05
8JUk,7292723280107639242,19.23,17.15,81.01,0.00,0.00,0.00
8JUk,7293080882699237692,118.40,24.83,132.49,0.00,0.00,0.00
8JUk,1852174922401096316,12.82,23.09,165.49,0.00,0.00,0.00
8JUk,7296170746521666164,69.20,18.65,90.40,0.00,0.00,0.00
8JUk,7380452304013001940,10.83,21.05,125.36,0.00,2.04,2.04
8JUk,7294048986593259344,0.00,0.00,0.00,8.93,22.99,128.70
8JUk,7294869045866513205,0.00,0.00,35.83,9.82,23.94,104.15
8JUk,7295752215482123740,0.00,23.09,41.79,10.68,0.00,14.52
8JUk,7398164748496935304,57.83,23.96,129.70,0.00,0.00,0.00
8JUk,7391227102511242942,0.00,0.00,33.77,10.12,23.04,108.52
8JUk,7397753625127316040,0.00,0.00,0.00,57.78,23.99,130.79
8JUk,7400459627114964748,1.03,23.91,130.11,0.00,0.00,0.00
8JUk,7402795201449608687,0.00,0.00,119.69,20.93,47.90,151.68
8JUk,7403308978068467588,59.00,23.08,127.34,0.00,0.00,0.00
8JUk,7403847348734357429,0.00,0.00,0.00,58.67,23.08,127.40
8JUk,7405472973083040350,11.27,23.07,139.05,0.00,0.00,0.00
8JUk,7405581902401743419,2.05,23.83,129.36,0.00,0.00,0.00
8JUk,7405651990117386028,11.17,23.08,133.41,0.00,0.00,0.00
8JUk,7406077168130270986,57.63,23.10,127.48,0.00,0.00,0.00
8JUk,7407786269658933585,8.40,23.96,129.61,0.00,0.00,0.00
8JUk,7409811026710436853,59.73,23.07,127.32,0.00,0.00,0.00
8JUk,7409859048357163277,0.00,0.00,0.00,8.78,23.96,129.62
8JUk,7409966681216516032,0.00,0.00,0.00,6.10,23.90,104.42
8JUk,7412006385734397236,12.27,23.09,142.11,0.00,0.00,0.00
8JUk,7412069929279751721,11.35,23.07,142.09,0.00,0.00,0.00
8JUk,7414310868100982612,10.65,23.07,112.56,0.00,0.00,0.00
8JUk,7414364798717009905,8.37,23.03,118.34,0.00,0.00,0.00
8JUk,7416800248728813422,0.50,23.07,126.88,0.00,0.00,0.00
8JUk,7417687170287376127,0.00,0.00,0.00,0.37,23.93,129.76
8JUk,7418332058017801268,59.00,19.97,122.26,0.00,4.00,15.96
8JUk,7419279836359327578,0.00,17.12,125.17,12.28,5.97,16.89
8JUk,7420234485520736703,9.38,22.96,127.01,0.00,0.00,0.00
8JUk,7421407536615181179,16.13,17.95,98.32,0.00,0.00,0.00
8JUk,7422816402006494705,12.73,23.99,143.56,0.00,0.00,0.00
8JUk,7423028298759910665,12.65,23.96,143.68,0.00,0.00,0.00
8JUk,7424505374009570477,59.80,23.09,127.46,0.00,0.00,0.00
8JUk,7424942221091619565,0.00,0.00,0.00,1.40,23.80,129.05
8JUk,7426107997416793137,0.00,0.00,0.00,4.28,22.91,126.55
8JUk,7428814857704722091,8.88,0.00,115.95,0.00,0.00,0.00
8JUk,7429020984312919763,0.00,0.00,34.94,59.97,23.96,108.10
8JUk,7431772691447107601,22.07,18.95,92.56,0.00,0.00,0.00
8JUk,7432100255228515477,0.00,0.00,59.06,12.93,23.09,74.27
8JUk,7432416292069455942,9.63,23.03,138.57,0.00,0.00,0.00
8JUk,7433098523399238213,0.00,0.00,0.00,3.12,23.10,126.75
8JUk,7433981271180316435,8.83,23.06,142.19,0.00,0.00,0.00
8JUk,7434868001187596075,10.53,19.88,115.13,0.00,3.17,15.09
8JUk,7434977392392020033,7.58,23.04,133.30,0.00,0.00,0.00
8JUk,7435673831034556995,5.00,22.88,127.24,0.00,0.00,0.00
8JUk,7436945036787633982,0.00,0.00,33.79,58.92,23.07,99.66
8JUk,7437594606745497003,3.27,22.99,127.49,0.00,0.00,0.00
8JUk,7438917834416497663,9.28,19.87,114.77,0.00,3.19,7.45
8JUk,7439228336134150870,0.00,0.00,66.33,4.90,0.00,40.13
8JUk,7444118499164277319,48.40,23.10,127.31,9.55,0.00,0.00
8JUk,7435903762580226016,11.83,22.99,,0.00,0.00,
8JUk,7444716675586660524,5.47,23.97,129.76,0.00,0.00,0.00
8JUk,7446002984789898797,7.37,23.02,142.09,0.00,0.00,0.00
8JUk,7450173613725470043,57.43,23.10,127.52,0.00,0.00,0.00
8JUk,7450334489375010110,56.95,23.87,133.04,0.00,0.00,0.00
8JUk,7450791277971528924,0.00,0.00,0.00,7.82,23.97,107.73
8JUk,7454620870018067750,12.33,23.98,120.46,0.00,0.00,12.28
8JUk,7455163321363493495,25.00,12.98,75.28,0.00,1.99,1.99
8JUk,7455269861872781088,113.93,0.00,0.42,0.00,15.26,60.18
8JUk,7456637015542781138,4.95,19.87,118.37,0.00,3.14,10.75
8JUk,7457598832917448197,58.92,23.08,133.34,0.00,0.00,0.00
8JUk,7460407093043563270,59.13,23.10,127.40,0.00,0.00,0.00
8JUk,7460783481226811682,8.70,23.09,127.31,0.00,0.00,0.00
8JUk,7462859887803971920,10.95,23.05,134.66,0.00,0.00,0.00
8JUk,7463751347549456471,5.32,22.98,129.93,0.00,0.00,0.00
8JUk,7465178906537008332,10.02,11.99,82.07,0.00,11.94,48.39
8JUk,7465353201674280800,1.67,23.82,129.35,0.00,0.00,0.00
8JUk,7466268913912312605,58.00,23.11,127.49,0.00,0.00,0.00
8JUk,7466277663248763659,5.35,23.86,132.18,0.00,0.00,0.00
8JUk,7467782208608408100,10.73,23.01,126.99,0.00,0.00,0.00
8JUk,7469165285930712582,12.78,23.11,142.51,0.00,0.00,0.00
8JUk,7469861793917469789,12.67,23.10,129.06,0.00,0.00,0.00
8JUk,7470227709743024725,0.00,0.00,0.00,58.82,23.98,129.71
8JUk,7444442394830756795,59.57,22.96,127.18,0.00,0.00,0.00
8JUk,7470569448022348224,0.00,0.00,0.00,57.62,23.10,127.41
8JUk,7467108739994697473,57.53,22.98,,0.00,0.00,
8JUk,7471829171994584782,11.98,22.07,139.33,0.00,1.00,3.00
8JUk,7472095004272463618,7.70,47.78,258.77,0.00,0.00,0.00
8JUk,7472923527070020503,0.00,0.00,0.00,59.58,23.09,127.36
8JUk,7473650391330331551,8.10,23.04,126.78,0.00,0.00,0.00
8JUk,7475468940124734698,119.67,24.39,131.82,0.00,0.00,0.00
8JUk,7476194694101794102,0.00,0.00,0.00,11.55,23.90,129.38
8JUk,7477851909662188679,1.82,23.88,130.02,0.00,0.00,0.00
8JUk,7477936072929364471,0.00,0.00,0.00,5.78,22.98,126.90
8JUk,7478014457302391612,0.00,0.00,33.80,5.43,23.00,108.44
8JUk,7478195483639277589,2.23,23.86,129.01,0.00,0.00,0.00
8JUk,1351551378179934387,10.23,17.00,113.62,0.00,0.00,0.00
8JUk,1949208338135185787,0.00,0.00,0.00,0.65,23.03,149.91
8JUk,7384915123450297932,9.68,23.05,142.35,0.00,0.00,0.00
8JUk,7385344471737049044,0.00,0.00,0.00,1.23,23.11,126.89
8JUk,2052271361652984846,59.77,23.09,150.46,0.00,0.00,0.00
8JUk,7385488550386145369,1.80,22.84,126.63,0.00,0.00,0.00
8JUk,7388942697909606635,10.12,23.06,129.49,0.00,0.00,0.00
8JUk,7471219851179449385,0.00,0.00,0.00,59.18,23.09,127.29
8JUk,7387454993601768028,9.18,19.92,99.34,0.00,4.02,19.60
8JUk,7387908251190896571,1.65,23.77,129.38,0.00,0.00,0.00
8JUk,7497625867935859549,10.37,23.07,129.26,0.00,0.00,0.00
8JUk,7497197220896886682,0.00,0.00,0.00,5.58,23.88,107.87
8JUk,7497560946026069583,59.80,23.08,126.63,0.00,0.00,0.00
8JUk,7502320539430231593,0.00,5.10,58.86,11.93,17.99,83.30
8JUk,7484947088349055860,57.35,22.98,,0.00,0.00,
8JUk,7496300344716734956,0.00,0.00,,12.55,23.99,
8JUk,7506008567511802466,12.38,23.96,143.14,0.00,0.00,0.00
8JUk,7506300129430911350,0.00,0.00,0.00,4.47,23.01,126.93
8JUk,7507608410715690934,0.00,3.98,53.98,10.03,20.03,84.41
8JUk,7508533243563206810,8.28,23.04,136.02,0.00,0.00,0.00
8JUk,7499653872667745375,12.38,23.08,126.11,0.00,0.00,0.00
8JUk,7509719641437727143,57.53,23.09,127.42,0.00,0.00,0.00
8JUk,7509740124230812327,3.32,23.09,126.88,0.00,0.00,0.00
8JUk,7510749072644550687,5.62,16.95,82.66,0.00,0.00,0.00
8JUk,7510944482437182123,119.73,17.12,81.79,0.00,0.00,0.00
8JUk,7516339311818737482,9.58,23.89,121.96,0.00,0.00,0.00
8JUk,7516542846385307227,22.53,0.00,2.40,0.00,1.44,7.54
8JUk,7517990400651628849,57.58,23.11,127.42,0.00,0.00,0.00
8JUk,7503420474204420441,8.07,23.04,127.32,0.00,0.00,0.00
8JUk,7518661241263595294,0.00,0.00,0.00,2.88,23.97,128.85
8JUk,7519061781615892389,10.43,23.06,133.36,0.00,0.00,0.00
8JUk,7521186671573767483,0.00,15.10,90.85,10.53,7.96,38.83
8JUk,7524728715425669948,9.35,23.09,127.36,0.00,0.00,0.00
8JUk,7525855803088348971,11.55,23.09,104.60,0.00,0.00,30.31
8JUk,7526635601766341401,6.13,23.02,129.02,0.00,0.00,0.00
8JUk,7527683674922253243,9.18,23.91,112.34,0.00,0.00,0.00
8JUk,7521012811809680861,11.22,22.98,,0.00,0.00,
8JUk,7531199006857772282,0.00,0.00,36.78,6.95,23.04,93.39
8JUk,7531416287306780570,0.00,0.00,0.00,0.42,23.92,129.47
8JUk,7531678295866584551,2.37,23.07,127.19,0.00,0.00,0.00
8JUk,7533585614717130592,4.80,23.00,109.22,0.00,0.00,0.00
8JUk,7535110053450046208,57.28,23.09,139.95,0.00,0.00,2.23
8JUk,7535412366097548723,7.57,14.75,104.32,0.00,0.00,0.00
8JUk,7535645748838073447,8.25,17.91,98.07,0.00,0.00,0.00
8JUk,7536320611466815450,57.53,23.10,127.38,0.00,0.00,0.00
8JUk,7536503276896413286,1.35,23.92,130.54,0.00,0.00,0.00
8JUk,7538600019390481443,119.67,17.84,99.17,0.00,0.00,0.00
8JUk,7539689905336880508,7.73,21.90,128.14,0.00,1.12,6.63
8JUk,7541474527066228022,0.00,0.00,0.00,6.82,23.00,127.37
8JUk,7542222941003683444,8.90,21.96,126.19,0.00,0.00,0.00
8JUk,7542906477718390414,11.70,23.09,131.28,0.00,0.00,0.00
8JUk,7538095597952574524,11.18,22.97,,0.00,0.00,
8JUk,7543540966536434265,0.00,0.00,0.00,14.80,24.31,137.23
8JUk,7546465562805519999,7.88,23.04,129.71,0.00,0.00,0.00
8JUk,7547143808893116265,10.20,23.09,127.41,0.00,0.00,0.00
8JUk,7547169286561061433,0.00,0.00,0.00,9.45,23.05,103.12
8JUk,7550116906062095721,5.37,22.84,126.84,0.00,0.00,0.00
8JUk,7550656585497200630,0.00,0.00,0.00,5.27,23.08,127.40
8JUk,7544087529212628453,59.98,23.00,,0.00,0.98,
8JUk,7551779702028994572,12.75,20.21,139.34,0.00,2.89,2.89
8JUk,7552512568144662300,0.00,0.93,39.36,5.27,22.93,93.95
8JUk,7548755857593826213,12.32,22.98,,0.00,0.00,
8JUk,7552925964104541935,14.20,1.00,35.95,0.00,13.80,58.26
8JUk,7554777953072827580,4.98,7.17,73.96,0.00,15.84,59.45
8JUk,7530765633119583439,9.70,22.87,127.30,0.00,0.00,0.00
8JUk,7555752115160416405,9.05,23.00,103.34,0.00,0.00,0.00
8JUk,7556329126654413020,11.83,21.08,131.27,0.00,2.00,11.02
8JUk,7556481648316104595,0.00,0.00,0.00,1.75,23.04,127.17
8JUk,7557019114354336519,57.67,23.08,127.38,0.00,0.00,0.00
8JUk,7559099806977180968,0.00,17.12,125.50,12.53,5.97,16.79
8JUk,7559373556545789593,12.72,23.11,129.93,0.00,0.00,0.00
8JUk,7559739719873851290,9.77,47.71,203.31,0.00,0.00,0.00
8JUk,7560294255219677434,0.00,0.00,0.00,12.25,0.00,23.48
8JUk,7560763264970675952,18.23,17.04,85.00,0.00,0.00,0.00
8JUk,7558384205153643672,11.07,23.96,,0.00,0.00,
8JUk,7563815286556092695,1.67,23.01,127.00,0.00,0.00,0.00
8JUk,7565100034874238272,4.88,22.97,126.92,0.00,0.00,0.00
8JUk,7560043316887055116,57.32,21.97,,0.00,1.00,
8JUk,7566964170918340889,58.10,23.95,129.63,0.00,0.00,0.00
8JUk,1353825526541723319,10.07,23.93,165.16,0.00,0.00,0.00
8JUk,7562603514970763933,57.57,23.99,,0.00,0.00,
8JUk,7542982131414874146,13.83,22.95,127.15,0.00,0.00,0.00
8JUk,2223988864593664971,5.98,23.90,153.83,0.00,0.00,0.00
