report_id,store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
8JUk,2448225270928131769,0.45,23.92,153.93,0.00,0.00,0.00
8JUk,2449249951080947053,0.00,0.00,0.00,8.53,18.86,124.84
8JUk,2449685947237487720,12.75,23.10,162.70,0.00,0.00,0.00
8JUk,2452055218158125590,6.13,20.01,136.30,0.00,3.01,17.92
8JUk,2452717985654794252,0.00,0.00,0.00,57.75,23.10,150.42
8JUk,2454029148522845822,3.08,23.86,129.32,0.00,0.00,0.00
8JUk,2456109151254511524,7.38,23.89,153.74,0.00,0.00,0.00
8JUk,2456526952927631665,59.40,23.94,153.58,0.00,0.00,0.00
8JUk,2456592448194689365,60.00,23.09,150.54,0.00,0.00,0.00
8JUk,2457710048456567347,10.58,23.07,130.39,0.00,0.00,0.00
8JUk,2460010385978945388,7.15,23.88,143.01,0.00,0.00,0.00
8JUk,2463062066833066258,10.03,23.06,165.52,0.00,0.00,0.00
8JUk,2463233502347731593,9.13,23.05,156.33,0.00,0.00,0.00
8JUk,2465164458453288779,6.03,23.01,165.19,0.00,0.00,0.00
8JUk,2468206559272458107,0.00,5.01,61.71,10.27,18.94,95.40
8JUk,2468255198237381620,57.93,19.94,145.56,0.00,3.99,7.99
8JUk,2471906808177677281,57.80,23.10,150.55,0.00,0.00,0.00
8JUk,2472327995226210764,8.17,23.03,160.99,0.00,0.00,4.26
8JUk,2474232394523989763,0.00,0.00,12.94,15.57,16.88,90.33
8JUk,2475139823695865307,9.17,16.91,110.40,0.00,0.00,0.00
8JUk,2475650598922944667,59.48,23.97,153.81,0.00,0.00,0.00
8JUk,2480582646913879417,11.75,23.08,165.52,0.00,0.00,0.00
8JUk,2485126953581406647,4.42,23.02,150.57,0.00,0.00,0.00
8JUk,2485230228712071752,0.00,0.00,0.00,2.30,23.01,149.90
8JUk,2472200369622349061,57.37,23.97,,0.00,0.00,
8JUk,2486103706352606354,10.38,23.05,165.17,0.00,0.00,0.00
8JUk,2487426470524671482,9.12,22.06,160.96,0.00,0.97,3.92
8JUk,2489133391199675873,59.18,23.09,150.51,0.00,0.00,0.00
8JUk,2489755613113194798,9.37,23.92,153.47,0.00,0.00,0.00
8JUk,2490694860980692455,9.20,22.96,125.77,0.00,0.00,0.00
8JUk,2492080128560702469,7.00,23.02,149.79,0.00,0.00,0.00
8JUk,2493164361035200986,11.35,23.10,150.36,0.00,0.00,0.00
8JUk,2494378892841232626,3.55,23.03,150.54,0.00,0.00,0.00
8JUk,2495099166038717804,10.95,23.08,106.42,0.00,0.00,0.00
8JUk,2495531874280990321,0.00,0.00,0.00,13.12,23.10,150.62
8JUk,2496474873942918106,6.43,22.52,150.75,0.00,0.00,0.00
8JUk,2490689736718747636,57.65,22.99,,0.00,0.00,
8JUk,2497658859862031354,9.93,17.96,115.38,0.00,0.00,0.00
8JUk,2498425550657963159,5.90,23.88,164.32,0.00,0.00,0.00
8JUk,2501562347426684945,0.00,0.00,0.00,3.27,23.02,126.66
8JUk,2502016972363420524,3.05,23.82,153.26,0.00,0.00,0.00
8JUk,2503065766988038588,7.93,23.03,102.89,0.00,0.00,5.96
8JUk,2495220688672274058,8.67,23.99,,0.00,0.00,
8JUk,2503318833305190189,7.65,23.06,126.42,0.00,0.00,0.00
8JUk,2504779327876790449,8.90,20.98,154.35,0.00,2.04,10.80
8JUk,2506952005509830715,0.00,0.00,0.00,58.70,23.08,150.45
8JUk,2507881496074676891,57.85,23.09,150.47,0.00,0.00,0.00
8JUk,2510833931154296295,17.87,18.60,114.32,0.00,0.00,0.00
8JUk,2512629555408481352,11.18,23.07,165.07,0.00,0.00,0.00
8JUk,2513116816266686001,6.85,23.02,165.40,0.00,0.00,0.00
8JUk,2514517474028888256,10.87,23.07,165.55,0.00,0.00,0.00
8JUk,2515627945516218332,0.00,0.00,0.00,8.20,23.94,153.22
8JUk,2504967330850588288,9.17,23.99,,0.00,0.00,
8JUk,2516494592035332064,7.05,12.90,99.05,0.00,0.00,0.00
8JUk,2517100731491559189,11.78,23.98,139.21,0.00,0.00,3.91
8JUk,2517492767037996789,3.27,23.88,153.56,0.00,0.00,0.00
8JUk,2512216828840487591,0.00,0.00,,57.60,22.99,
8JUk,2517507636000235946,58.80,23.07,152.14,0.00,0.00,0.00
8JUk,2520987288224669052,0.00,0.00,0.00,59.13,23.91,156.18
8JUk,2522679836587112526,6.25,23.01,162.00,0.00,0.00,0.00
8JUk,2524052010883477763,0.00,0.00,0.00,3.90,23.83,107.67
8JUk,2524362373133678272,0.00,0.00,0.00,7.28,23.81,129.42
8JUk,2526028253610433739,57.35,22.98,151.54,0.00,0.00,0.00
8JUk,2526917399927191514,0.00,0.00,0.00,4.60,23.00,126.25
8JUk,2527043948473227576,9.42,23.03,165.24,0.00,0.00,0.00
8JUk,2527307588557497497,8.83,23.91,134.41,0.00,0.00,0.00
8JUk,2529483453655443976,0.00,0.00,0.00,3.47,25.84,170.07
8JUk,2529970021684233025,59.97,23.10,150.48,0.00,0.00,0.00
8JUk,2531338718832317133,0.00,0.00,0.00,1.68,23.04,150.11
8JUk,2532387003446483071,9.07,23.04,153.96,0.00,0.00,0.00
8JUk,2534461477512391215,3.08,23.11,150.17,0.00,0.00,0.00
8JUk,2534662207277053902,6.05,19.87,118.61,0.00,4.03,23.99
8JUk,2536037123194339738,12.47,23.09,165.24,0.00,0.00,0.00
8JUk,2536136790371762910,3.88,0.00,105.52,0.00,0.00,0.00
8JUk,9019491544866388327,11.57,23.99,129.49,0.00,0.00,0.00
8JUk,2427606101443985253,10.65,23.06,165.30,0.00,0.00,0.00
8JUk,2427809797903528667,10.13,18.94,104.69,0.00,5.00,9.99
8JUk,9020313837963214516,6.55,23.03,141.98,0.00,0.00,0.00
8JUk,2426065873113268109,0.00,0.00,0.00,9.67,10.72,53.24
8JUk,2428853571177976232,6.43,19.86,138.16,0.00,3.15,18.25
8JUk,2429826638627036652,0.65,23.02,150.32,0.00,0.00,0.00
8JUk,2430236933992400662,0.00,6.12,71.49,5.02,16.89,90.42
8JUk,2431909550862102904,58.47,23.09,150.49,0.00,0.00,0.00
8JUk,2548406658495778546,0.00,0.00,0.00,4.57,23.03,150.00
8JUk,2548669679077593931,2.25,23.11,150.75,0.00,0.00,0.00
8JUk,2549504996254364591,7.83,22.94,125.96,0.00,0.00,0.00
8JUk,2550566020830125139,7.18,23.89,156.26,0.00,0.00,0.00
8JUk,2552920581488105859,0.00,0.00,0.00,13.60,47.72,306.65
8JUk,2544654206029195412,0.00,0.00,0.00,4.83,23.88,129.64
8JUk,2553026167140866279,0.00,0.00,0.00,58.95,23.09,150.56
8JUk,2546947828014714002,0.00,0.00,0.00,58.12,23.99,154.75
8JUk,2558488701841643639,11.88,23.10,165.52,0.00,0.00,0.00
8JUk,2547992708873404100,14.70,47.98,308.21,0.00,0.00,0.00
8JUk,2559580847941971880,56.92,23.01,114.09,0.00,0.00,0.00
8JUk,2561409437357836343,0.00,0.00,0.00,8.47,23.11,150.57
8JUk,2561735615977369498,12.78,23.11,162.13,0.00,0.00,0.00
8JUk,2561989967770018940,7.12,23.03,158.43,0.00,0.00,0.00
8JUk,2564694238927759462,0.00,0.00,0.00,8.77,23.09,150.50
8JUk,2565917333352663244,10.07,23.11,142.85,0.00,0.00,0.00
8JUk,2566938095680813288,10.90,23.96,119.29,0.00,0.00,0.00
8JUk,2568288842800489906,11.02,23.07,165.58,0.00,0.00,0.00
8JUk,2569354530863633310,23.00,16.05,80.07,0.00,0.00,0.00
8JUk,2570503046636429378,13.30,23.93,167.20,0.00,0.00,0.00
8JUk,2571201119321632774,12.73,23.11,162.39,0.00,0.00,0.00
8JUk,2574595088387225673,10.90,23.02,150.03,0.00,0.00,0.00
8JUk,2575294187163078071,10.70,23.07,161.46,0.00,0.00,0.00
8JUk,2576054371072208380,114.23,42.41,247.23,0.00,3.81,35.81
8JUk,2576229098080357764,6.15,23.08,150.17,0.00,0.00,0.00
8JUk,2577578327706966145,4.22,23.90,152.96,0.00,0.00,0.00
8JUk,2578577599122607800,6.93,47.76,306.46,0.00,0.00,0.00
8JUk,2579700216834147511,59.90,23.11,150.68,0.00,0.00,0.00
8JUk,2579857056996729604,12.40,23.98,149.14,0.00,0.00,15.46
8JUk,2575240301672143405,57.63,20.99,,0.00,2.00,
8JUk,2580951030717108444,0.00,0.00,0.00,2.58,23.82,153.41
8JUk,2581306311641061569,0.00,0.00,0.00,3.77,23.77,129.35
8JUk,2582189222044797824,57.18,23.11,150.64,0.00,0.00,0.00
8JUk,2582357887251886091,0.00,0.00,0.00,1.25,23.90,153.63
8JUk,2583031483871617877,0.00,0.00,0.00,58.75,23.08,150.52
8JUk,2583143055026783161,57.80,22.08,161.39,0.00,0.98,3.95
8JUk,2584654880871327108,3.65,23.92,153.26,0.00,0.00,0.00
8JUk,2588334495218220560,7.05,23.01,142.22,0.00,0.00,0.00
8JUk,2589996575633997892,9.77,23.93,128.56,0.00,0.00,0.00
8JUk,2590038656305706364,10.27,23.06,134.84,0.00,0.00,0.00
8JUk,2590702023683644989,0.00,3.99,51.15,10.97,19.08,82.29
8JUk,2592126943355649752,7.10,23.02,126.84,0.00,0.00,0.00
8JUk,2593802446455546453,0.00,0.00,0.00,6.13,23.06,126.84
8JUk,2594115075249930979,0.00,0.00,34.94,12.73,23.99,108.34
8JUk,2594173285337178606,0.35,24.00,105.72,0.00,0.00,0.00
8JUk,2594577566641012022,10.32,23.09,127.08,0.00,0.00,0.00
8JUk,2597779520910704195,4.12,23.88,129.08,0.00,0.00,0.00
8JUk,2598698938331379148,0.00,0.00,0.00,5.40,23.04,127.46
8JUk,2599475649067501230,6.70,23.93,129.35,0.00,0.00,0.00
8JUk,2599611321049050132,0.00,8.01,75.32,8.27,15.92,66.85
8JUk,2602758631128177651,10.27,23.08,127.15,0.00,0.00,0.00
8JUk,2603208997901235365,6.30,27.75,70.22,0.00,0.00,0.00
8JUk,2605698168938550591,7.32,23.03,126.76,0.00,0.00,0.00
8JUk,2605925917461885363,0.00,9.01,69.84,12.78,14.99,60.87
8JUk,2606900365141915485,5.67,23.03,127.30,0.00,0.00,0.00
8JUk,2607322492170494383,7.37,17.97,82.65,0.00,0.00,0.00
8JUk,2607803237069552758,1.10,23.85,129.63,0.00,0.00,0.00
8JUk,2608640798386012709,4.63,11.90,122.04,0.00,0.00,0.00
8JUk,2613572674085302809,0.00,0.00,0.00,1.40,23.91,129.31
8JUk,2615707966278347166,59.77,19.97,120.49,0.00,4.00,20.91
8JUk,2617341871222155295,10.80,15.01,126.08,0.00,8.95,8.95
8JUk,2618140564702512093,57.17,23.07,142.25,0.00,0.00,0.00
8JUk,2619296338467852730,59.10,22.97,128.70,0.00,0.00,0.00
8JUk,2608347699582437935,59.60,23.96,,0.00,0.00,
8JUk,2621362472424554824,12.47,5.00,57.06,0.00,18.99,75.31
8JUk,2621443239064396301,8.87,10.98,86.40,0.00,12.92,50.78
8JUk,2621955219536925328,2.73,23.05,127.38,0.00,0.00,0.00
8JUk,2625391790828814326,11.13,23.06,141.94,0.00,0.00,0.00
8JUk,2626624656925688287,0.00,0.00,0.00,9.62,23.07,127.77
8JUk,2627249392969556810,9.40,23.04,142.25,0.00,0.00,0.00
8JUk,2627949047200693648,11.17,19.96,99.22,0.00,3.96,19.75
8JUk,2629448496092483341,0.00,0.00,0.00,3.08,23.94,129.75
8JUk,2629726035639780440,10.67,23.08,133.71,0.00,0.00,0.00
8JUk,2630360022847622446,3.45,23.85,129.09,0.00,0.00,0.00
8JUk,2632216845004136149,59.78,23.09,127.36,0.00,0.00,0.00
8JUk,2633726356226986802,8.05,23.02,102.98,0.00,0.00,0.00
8JUk,2633934512685209418,4.25,23.08,127.26,0.00,0.00,0.00
8JUk,2634509027897804646,25.47,18.10,103.05,0.00,0.99,0.99
8JUk,2635546946415950890,0.00,0.00,0.00,1.57,23.91,129.66
8JUk,2637487609551982070,0.00,0.00,1.67,7.42,23.07,78.23
8JUk,2637586174271498143,10.05,23.07,105.07,0.00,0.00,0.00
8JUk,9021464605603955225,1.40,22.99,126.65,0.00,0.00,0.00
8JUk,2542787824689290301,59.17,14.94,135.61,0.00,8.99,17.97
8JUk,2542953027408836960,0.00,23.98,127.44,12.13,0.00,32.35
8JUk,9021701344154900094,12.37,20.19,139.35,0.00,2.89,2.89
8JUk,9021704785002140475,0.00,23.98,119.70,0.00,0.00,0.00
8JUk,2541922441893298391,7.72,23.04,156.80,0.00,0.00,0.00
8JUk,2543166394195558282,23.77,19.45,114.04,0.00,3.99,16.10
8JUk,2543377795881636140,6.98,12.00,91.84,0.00,11.89,72.38
8JUk,2543702618684693657,16.30,17.94,127.77,0.00,0.00,0.00
8JUk,2543587898066870083,3.58,23.94,153.37,0.00,0.00,0.00
8JUk,2653750922932117023,11.25,23.10,127.45,0.00,0.00,0.00
8JUk,2648288385785883472,0.00,0.00,,57.68,22.99,
8JUk,2655031593291485659,59.90,22.87,120.04,0.00,0.00,0.00
8JUk,2654794462633250702,10.22,23.93,107.72,0.00,0.00,0.00
8JUk,2658137875660247314,0.00,0.00,0.00,59.38,22.99,128.55
8JUk,2650516056461391279,0.00,0.00,0.00,8.43,22.99,128.61
8JUk,2659424009886700957,9.17,21.92,129.40,0.00,1.12,9.59
8JUk,2651685499613063745,9.75,23.95,129.63,0.00,0.00,0.00
8JUk,2659535035040072426,6.70,23.88,140.30,0.00,0.00,0.00
8JUk,2656686419946325907,57.97,23.97,129.64,0.00,0.00,0.00
8JUk,2659909958666054687,0.00,0.00,0.00,57.93,23.91,129.62
8JUk,2660718690144309374,57.97,23.97,129.62,0.00,0.00,0.00
8JUk,2663109925048280145,5.10,23.11,130.55,0.00,0.00,0.00
8JUk,2664619689278228595,9.73,23.93,140.89,0.00,0.00,0.00
8JUk,2665513692618901796,0.00,0.00,0.00,7.02,22.96,127.14
8JUk,2665916158676931486,0.93,23.06,127.34,0.00,0.00,0.00
8JUk,2666209032810109242,9.60,22.96,128.79,0.00,0.00,0.00
8JUk,2666966683491799598,0.00,0.00,0.00,8.50,23.97,130.62
8JUk,2668938902790339159,12.13,23.08,131.11,0.00,0.00,0.00
8JUk,2669415856469234059,10.67,23.06,131.09,0.00,0.00,0.00
8JUk,2669539681763397123,9.63,23.93,130.77,0.00,0.00,0.00
8JUk,2670120517730073956,57.43,23.10,127.40,0.00,0.00,0.00
8JUk,2670800031826856367,17.33,25.16,142.82,0.00,0.00,0.00
8JUk,2673178392440516124,59.82,23.09,127.43,0.00,0.00,0.00
8JUk,2673661615772379850,0.00,0.00,0.00,57.87,23.10,127.47
8JUk,2675380155472325293,0.00,0.00,0.00,58.47,23.98,129.71
8JUk,2676803553319857882,12.55,23.10,137.87,0.00,0.00,0.00
8JUk,2677028654231221409,10.83,23.08,118.19,0.00,0.00,0.00
8JUk,2677415097765332649,59.38,23.95,129.64,0.00,0.00,0.00
8JUk,2677768116033795085,0.00,0.00,33.71,9.75,23.06,108.56
8JUk,2679124398332312892,58.98,15.95,76.73,0.00,8.00,58.74
8JUk,2679451973981433029,10.68,23.06,142.25,0.00,0.00,0.00
8JUk,2679675312292748904,21.47,8.92,39.51,0.00,0.00,0.00
8JUk,2680277740070438303,12.32,23.99,135.35,0.00,0.00,0.00
8JUk,2680918734581318636,20.43,25.01,138.75,0.00,0.00,0.00
8JUk,2681100608050207944,7.83,23.04,131.31,0.00,0.00,0.00
8JUk,2681507616267277540,0.00,0.00,0.00,3.27,23.94,129.31
8JUk,2682314402849553166,0.00,0.00,9.85,12.02,23.10,108.44
8JUk,2684656762078185716,0.00,0.00,0.00,59.35,23.11,127.57
8JUk,2685261329336515020,12.47,23.96,129.65,0.00,0.00,0.00
8JUk,2686432193944331916,0.00,0.00,0.00,3.45,23.95,130.09
8JUk,2688046780224592424,0.00,0.00,0.00,6.12,23.07,126.95
8JUk,2689492195669291983,6.23,23.05,126.95,0.00,0.00,0.00
8JUk,2689915302676052787,0.00,0.00,0.00,9.12,23.90,129.43
8JUk,2689959411535120475,10.67,23.97,103.66,0.00,0.00,38.08
8JUk,2690458306432819602,0.00,0.00,47.11,9.85,23.06,82.46
8JUk,2685848452883085331,11.00,23.97,,0.00,0.00,
8JUk,2692428880134718909,0.00,0.00,0.00,6.12,23.96,129.63
8JUk,2692850887254434410,0.00,0.00,0.00,59.47,23.06,127.70
8JUk,2693401631554250165,7.65,23.84,129.65,0.00,0.00,0.00
8JUk,2694503083362592440,0.00,0.00,0.00,10.92,23.86,129.73
8JUk,2696644192611925431,13.30,23.87,95.64,0.00,0.00,0.00
8JUk,2698644033932193210,11.33,23.09,122.73,0.00,0.00,0.00
8JUk,2691579307181880038,57.42,14.99,,0.00,7.98,
8JUk,2699419836375486692,6.10,22.97,103.29,0.00,0.00,0.00
8JUk,2700013316652563371,5.47,23.00,115.21,0.00,0.00,0.00
8JUk,2700628011432223575,0.00,0.00,69.39,114.37,47.78,210.37
8JUk,2702925541921081675,10.78,22.94,142.59,0.00,1.00,1.00
8JUk,2703180363322156779,7.40,23.96,128.98,0.00,0.00,0.00
8JUk,2703321977983023614,11.92,23.10,118.33,0.00,0.00,0.00
8JUk,2704918614024357954,24.63,18.10,95.90,0.00,0.98,0.98
8JUk,2706029115798183685,10.67,23.10,127.24,0.00,0.00,0.00
8JUk,2706499680141579869,58.97,23.94,125.54,0.00,0.00,3.97
8JUk,2709380285707501229,0.00,0.00,0.00,58.15,23.10,127.44
8JUk,2709793571351043565,11.03,23.10,127.42,0.00,0.00,0.00
8JUk,2644506338402062871,6.07,23.01,127.56,0.00,0.00,0.00
8JUk,2710298948626202684,12.15,23.11,127.45,0.00,0.00,0.00
8JUk,2710513246156414796,0.00,0.00,0.00,8.40,23.96,129.63
8JUk,2710729824005341176,0.00,0.00,35.80,4.97,23.89,96.22
8JUk,2712896568790981573,8.92,23.97,107.00,0.00,0.00,0.00
8JUk,2713567089809432901,6.88,22.98,127.23,0.00,0.00,0.00
8JUk,2713988560883187611,9.22,23.06,127.07,0.00,0.00,0.00
8JUk,2714672221288097391,25.23,17.72,89.35,0.00,0.00,0.00
8JUk,2716610122072123243,59.77,22.97,128.55,0.00,0.00,0.00
8JUk,2717033434149907233,11.18,23.94,109.64,0.00,0.00,0.00
8JUk,2717158589213138085,0.00,14.12,129.88,12.75,8.99,8.99
8JUk,2718982779913633393,7.90,23.89,132.09,0.00,0.00,0.00
8JUk,2720102999717457948,59.75,23.09,127.45,0.00,0.00,0.00
8JUk,2720338911902135987,2.92,23.88,107.75,0.00,0.00,0.00
8JUk,2720596710247570595,0.00,0.00,0.00,4.43,22.93,126.92
8JUk,2721301808450879583,8.52,23.06,127.17,0.00,0.00,0.00
8JUk,2723370672116413902,8.45,22.99,128.70,0.00,0.00,0.00
8JUk,9022632567128543236,57.18,23.11,127.52,0.00,0.00,0.00
8JUk,2644375071951168617,10.08,23.93,140.18,0.00,0.00,0.00
8JUk,9025168436774560974,2.47,22.98,126.97,0.00,0.00,0.00
8JUk,9025227893816812294,0.00,0.00,0.00,11.32,23.96,129.64
8JUk,2722198466791342198,57.30,21.92,,0.00,1.06,
8JUk,2645754712558739417,0.00,0.00,0.00,7.03,22.98,127.40
8JUk,2648335841600523627,1.97,23.05,127.31,0.00,0.00,0.00
8JUk,2648464785159803463,0.13,23.01,127.12,0.00,0.00,0.00
8JUk,2649340245056723895,57.57,23.11,127.48,0.00,0.00,0.00
8JUk,2740314805467984430,7.80,20.90,93.09,0.00,2.98,50.31
8JUk,2740615512029253738,57.92,23.10,127.46,0.00,0.00,0.00
8JUk,2740801298160305964,10.55,23.06,135.98,0.00,0.00,0.00
8JUk,2737973195360321210,59.22,23.94,129.64,0.00,0.00,0.00
8JUk,2741837295837673320,7.72,23.90,129.45,0.00,0.00,0.00
8JUk,2738345226327614168,0.00,5.18,30.82,11.83,17.93,96.68
8JUk,2742824468566253435,10.97,23.08,131.72,0.00,0.00,0.00
8JUk,2739506591976043860,0.00,9.98,82.62,10.73,13.95,58.81
8JUk,2740268051178659811,8.90,22.99,,0.00,0.00,
8JUk,2742922331345394000,9.53,23.05,133.05,0.00,0.00,6.09
8JUk,2743917683024367670,0.00,0.00,0.00,1.13,23.88,130.83
8JUk,2744147857218154839,11.48,21.09,133.77,0.00,1.98,8.59
8JUk,2745405131043922955,0.00,19.89,90.36,57.03,3.99,19.15
8JUk,2746426715779371861,6.83,23.06,126.84,0.00,0.00,0.00
8JUk,2747572519100114614,57.58,19.98,124.38,0.00,3.12,3.12
8JUk,2747995138788244473,0.00,0.00,50.55,7.07,23.03,82.60
8JUk,2749418230025200583,12.42,23.98,141.22,0.00,0.00,0.00
8JUk,2752112637131956864,0.00,0.00,0.00,2.08,22.97,127.15
8JUk,2752990851432409017,58.93,23.08,131.22,0.00,0.00,0.00
8JUk,2753670559008137952,0.00,0.00,0.00,3.43,23.10,127.07
8JUk,2754798595514652782,0.00,0.00,0.00,4.90,23.92,129.35
8JUk,2755101295207873030,0.00,0.00,41.76,7.52,23.04,89.38
8JUk,2751753610356133111,57.65,22.99,,0.00,0.00,
8JUk,2755282567814293240,59.17,23.99,106.09,0.00,0.00,0.00
8JUk,2755530136597699601,0.00,0.00,0.00,7.82,22.98,127.47
8JUk,2760286954159658104,0.00,9.12,74.70,5.32,13.88,56.46
8JUk,2760430554103924395,59.73,22.95,127.22,0.00,0.00,0.00
8JUk,2761265486878242296,12.80,23.10,129.68,0.00,0.00,0.00
8JUk,2761752602748165541,0.00,10.14,78.92,6.05,12.88,54.34
8JUk,2764065563229087919,8.00,23.04,130.86,0.00,0.00,0.00
8JUk,2764504809834839035,5.57,17.87,136.91,0.00,5.14,5.14
8JUk,2769513937594443535,7.47,23.03,139.11,0.00,0.00,0.00
8JUk,2770625562568026353,11.92,23.10,130.43,0.00,0.00,0.00
8JUk,2773841949672681776,58.18,23.97,129.59,0.00,0.00,0.00
8JUk,2776552099673652520,7.83,19.92,73.24,0.00,3.99,12.94
8JUk,2778791959950038080,8.32,23.95,129.52,0.00,0.00,0.00
8JUk,2767103577068068757,11.83,22.98,,0.00,0.00,
8JUk,2779245455556092119,0.00,1.00,34.88,0.00,22.10,94.84
8JUk,2782076934035041918,10.33,23.94,141.40,0.00,0.00,0.00
8JUk,2771662655433076914,57.45,15.00,,0.00,7.98,
8JUk,2782347163353428796,10.12,19.96,114.84,0.00,3.11,15.49
8JUk,2783264314630851304,15.33,18.56,94.64,0.00,0.00,0.00
8JUk,2778352823903630358,57.75,23.99,,0.00,0.00,
8JUk,2784003477814363588,57.25,23.10,127.45,0.00,0.00,0.00
8JUk,2786793496389485572,12.55,22.15,113.33,0.00,0.96,2.34
8JUk,2779437724831243731,8.90,23.99,,0.00,0.00,
8JUk,2787020355835455025,11.33,47.79,237.56,0.00,0.00,0.00
8JUk,2787667674282499399,58.25,23.92,129.67,0.00,0.00,0.00
8JUk,2787896858623769293,12.55,0.00,112.00,0.00,0.00,0.00
8JUk,2789835417512749936,0.00,0.00,0.00,6.75,23.97,129.59
8JUk,2791193563302253697,0.00,0.00,0.00,8.27,23.94,129.82
8JUk,2792168571159568841,12.57,21.09,139.44,0.00,2.00,2.80
8JUk,2792359975015806496,11.08,23.06,129.46,0.00,0.00,0.00
8JUk,2793102892543988097,11.83,23.10,127.51,0.00,0.00,0.00
8JUk,2793175823180226965,57.33,23.93,129.69,0.00,0.00,0.00
8JUk,2794668734436382699,7.47,23.89,135.99,0.00,0.00,0.00
8JUk,2795381466610309067,12.13,4.99,58.61,0.00,18.98,82.87
8JUk,2795813457317920490,25.50,12.07,25.95,0.00,2.90,51.37
8JUk,2797134052594719661,11.88,23.99,140.45,0.00,0.00,0.00
8JUk,2797708563560544780,6.92,23.01,133.52,0.00,0.00,0.00
8JUk,2793450097458045553,57.40,23.98,,0.00,0.00,
8JUk,2799307114157995983,58.27,23.92,129.65,0.00,0.00,0.00
8JUk,2799412755942795518,25.00,15.98,83.53,0.00,0.99,2.14
8JUk,2801161018595246803,9.90,23.08,127.59,0.00,0.00,0.00
8JUk,2803214099910329288,13.28,23.09,142.14,0.00,0.00,0.00
8JUk,2804032595320331573,2.42,22.96,126.85,0.00,0.00,0.00
8JUk,2804435898366535856,57.38,15.95,114.66,0.00,8.02,14.97
8JUk,2805711609029712647,0.00,6.00,50.70,12.50,17.11,71.63
8JUk,2807132390284902851,12.55,23.09,138.98,0.00,0.00,0.00
8JUk,2808170770979644998,11.50,22.94,127.36,0.00,0.00,0.00
8JUk,2810066666704159852,7.12,23.97,129.33,0.00,0.00,0.00
8JUk,2810410644687880204,59.80,23.09,127.45,0.00,0.00,0.00
8JUk,2811744046607504419,58.18,23.98,129.62,0.00,0.00,0.00
8JUk,2814764431103833726,58.38,23.91,129.63,0.00,0.00,0.00
8JUk,2815185340992803685,0.00,0.00,0.00,1.47,23.05,127.36
8JUk,2816562497742348474,0.00,8.99,72.56,10.90,14.96,60.68
8JUk,2816949564197140528,3.37,22.95,127.39,0.00,0.00,0.00
8JUk,2818090640109782819,17.33,20.78,116.62,0.00,0.00,0.00
8JUk,2818253147773594389,115.07,16.97,86.57,0.00,0.11,10.53
8JUk,2819692520530320363,10.73,23.08,127.51,0.00,0.00,0.00
8JUk,2819700347448798817,7.82,23.10,103.22,0.00,0.00,0.00
8JUk,2821097992950079956,7.20,21.90,122.40,0.00,1.12,8.57
8JUk,2821716218327194996,0.00,0.00,14.93,22.37,15.92,64.42
8JUk,9025399557726103825,57.63,21.09,125.40,0.00,2.00,2.00
8JUk,2727482370194248974,0.00,0.00,0.00,119.13,14.91,70.47
8JUk,9026927296874235746,12.97,23.98,143.54,0.00,0.00,0.00
8JUk,9028358488290162703,58.78,22.99,128.57,0.00,0.00,0.00
8JUk,2822332228064325947,8.75,23.97,,0.00,0.00,
8JUk,2727814058680719480,11.70,23.95,142.93,0.00,0.00,0.00
8JUk,2730798026104488590,0.00,6.00,22.38,7.80,17.88,65.60
8JUk,2731110255266386262,5.18,23.99,132.93,0.00,0.00,8.05
8JUk,2734353441360432503,0.00,47.71,164.73,10.57,0.00,116.60
8JUk,2863272238592657384,0.00,17.97,94.66,10.45,5.98,37.29
8JUk,2885485905661456122,12.72,23.11,133.58,0.00,0.00,0.00
8JUk,2886731081356898538,0.00,0.00,0.00,7.85,23.06,127.34
8JUk,2886778225104684003,11.48,22.15,118.69,0.00,0.94,10.81
8JUk,2888998381140817142,10.95,22.98,127.12,0.00,0.00,0.00
8JUk,2889162186486935069,7.77,22.94,103.01,0.00,0.00,0.00
8JUk,2890445735721875717,11.55,23.89,128.56,0.00,0.00,0.00
8JUk,2890779009337846714,10.88,23.07,129.67,0.00,0.00,0.00
8JUk,2891982305125898036,8.67,23.10,127.39,0.00,0.00,0.00
8JUk,2896723432357246028,5.17,23.00,114.87,0.00,0.00,0.00
8JUk,2897157993883793993,6.33,23.86,129.17,0.00,0.00,0.00
8JUk,2900773469893194680,7.52,23.11,127.25,0.00,0.00,0.00
8JUk,2901121765406847283,10.83,23.06,139.85,0.00,0.00,2.29
8JUk,2902617107805445350,5.47,18.06,99.91,0.00,0.00,0.00
8JUk,2903551050183569555,10.37,10.99,83.99,0.00,12.95,51.77
8JUk,2905032137652820624,0.00,0.00,0.00,9.15,23.92,129.65
8JUk,2905053539790021788,12.53,23.11,129.58,0.00,0.00,0.00
8JUk,2906703943628031770,11.45,19.93,127.44,0.00,3.14,14.96
8JUk,2907412593306028871,6.32,23.03,141.99,0.00,0.00,0.00
8JUk,2907584799641481123,9.13,17.91,98.10,0.00,0.00,0.00
8JUk,2909549759300318963,0.00,0.00,0.00,3.48,23.84,129.76
8JUk,2909929193738138832,0.00,11.11,85.09,10.92,11.96,49.17
